08:00-24-08-21 3295.75 3317.50000000
10:00-25-08-21 3103.51 3187.44000000
01:00-26-08-21 3231.8 3119.39000000
18:00-28-08-21 3154.73 3233.71000000
20:00-28-08-21 3281.27 3281.27000000
23:00-28-08-21 3229.48 3180.28000000
07:00-30-08-21 3241.64 3187.49000000
11:00-30-08-21 3159.0 3217.64000000
14:00-30-08-21 3268.62 3323.75000000
03:00-31-08-21 3214.34 3358.12000000
19:00-31-08-21 3412.86 3429.20000000
00:00-01-09-21 3398.13 3461.00000000
11:00-01-09-21 3529.5 3580.56000000
04:00-03-09-21 3763.31 3890.17000000
09:00-04-09-21 3943.85 3909.08000000
04:00-06-09-21 3920.09 3959.01000000
10:00-06-09-21 3904.77 3939.90000000
16:00-06-09-21 3947.47 3951.73000000
21:00-06-09-21 3926.77 3918.36000000
04:00-08-09-21 3258.22 3361.26000000
17:00-09-09-21 3523.14 3458.90000000
20:00-11-09-21 3327.11 3256.32000000
23:00-12-09-21 3316.09 3257.70000000
10:00-15-09-21 3304.41 3435.46000000
17:00-16-09-21 3609.98 3558.47000000
15:00-18-09-21 3503.01 3445.12000000
13:00-20-09-21 3326.19 3098.44000000
15:00-20-09-21 3020.3 3072.02000000
22:00-20-09-21 2993.66 3017.16000000
23:00-21-09-21 2898.63 2867.12000000
00:00-24-09-21 3007.22 3079.03000000
21:00-25-09-21 2916.77 2875.87000000
05:00-26-09-21 2856.27 2981.20000000
13:00-27-09-21 3010.21 3000.40000000
20:00-28-09-21 2804.91 2844.82000000
13:00-29-09-21 2928.33 2814.39000000
23:00-29-09-21 2960.68 3027.46000000
14:00-30-09-21 2978.41 3036.73000000
03:00-01-10-21 2992.23 3091.46000000
11:00-02-10-21 3296.35 3386.54000000
14:00-03-10-21 3387.76 3464.03000000
20:00-03-10-21 3422.0 3368.27000000
05:00-06-10-21 3383.13 3363.19000000
09:00-07-10-21 3598.71 3630.06000000
12:00-07-10-21 3561.88 3596.18000000
02:00-08-10-21 3587.47 3580.79000000
04:00-08-10-21 3602.7 3662.23000000
10:00-08-10-21 3601.15 3648.84000000
17:00-08-10-21 3624.22 3574.00000000
14:00-09-10-21 3611.85 3597.10000000
00:00-11-10-21 3543.39 3519.99000000
17:00-11-10-21 3601.73 3517.98000000
02:00-13-10-21 3517.32 3462.17000000
22:00-13-10-21 3510.66 3635.44000000
14:00-15-10-21 3776.96 3879.97000000
04:00-16-10-21 3849.76 3940.63000000
17:00-16-10-21 3907.64 3814.97000000
03:00-17-10-21 3877.48 3877.48000000
09:00-17-10-21 3853.97 3860.49000000
05:00-18-10-21 3861.42 3799.36000000
05:00-20-10-21 3817.34 3868.59000000
08:00-20-10-21 3853.46 3933.50000000
05:00-21-10-21 4157.13 4297.29000000
14:00-21-10-21 4211.88 4063.15000000
08:00-22-10-21 4110.61 4137.98000000
22:00-22-10-21 4064.45 4027.02000000
08:00-24-10-21 4086.6 4038.72000000
12:00-26-10-21 4131.97 4166.61000000
16:00-26-10-21 4211.68 4263.65000000
19:00-26-10-21 4121.68 4131.52000000
04:00-27-10-21 4273.46 4046.13000000
20:00-28-10-21 4162.24 4353.01000000
12:00-29-10-21 4307.56 4425.24000000
02:00-30-10-21 4374.51 4363.00000000
04:00-31-10-21 4370.49 4272.47000000
03:00-01-11-21 4317.03 4302.93000000
15:00-01-11-21 4316.56 4364.28000000
00:00-02-11-21 4295.81 4362.69000000
16:00-03-11-21 4559.36 4613.00000000
00:00-04-11-21 4591.53 4578.93000000
20:00-05-11-21 4529.35 4498.86000000
14:00-06-11-21 4462.08 4441.67000000
19:00-07-11-21 4509.78 4688.29000000
13:00-08-11-21 4736.27 4776.51000000
14:00-09-11-21 4752.0 4750.62000000
16:00-10-11-21 4845.24 4552.68000000
04:00-12-11-21 4721.95 4617.02000000
09:00-13-11-21 4592.46 4672.84000000
00:00-14-11-21 4674.27 4642.11000000
13:00-15-11-21 4714.96 4586.64000000
00:00-17-11-21 4133.31 4176.26000000
07:00-18-11-21 4242.52 4183.23000000
20:00-19-11-21 4140.48 4325.48000000
14:00-20-11-21 4275.8 4398.39000000
08:00-21-11-21 4367.76 4316.75000000
18:00-21-11-21 4366.21 4258.31000000
21:00-22-11-21 4066.39 4159.05000000
09:00-24-11-21 4309.02 4202.42000000
07:00-25-11-21 4310.41 4448.99000000
03:00-26-11-21 4486.29 4099.94000000
17:00-27-11-21 4132.82 4114.54000000
03:00-28-11-21 4078.14 4058.04000000
12:00-29-11-21 4251.93 4438.35000000
06:00-30-11-21 4435.24 4590.47000000
19:00-30-11-21 4630.26 4723.92000000
15:00-01-12-21 4701.93 4566.50000000
16:00-02-12-21 4483.74 4543.99000000
11:00-03-12-21 4568.57 4343.79000000
18:00-05-12-21 4102.02 4196.44000000
01:00-06-12-21 4131.1 4074.52000000
